product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,100% Genuine Product Don't Fear...Go For It Fully Recommended ❤️ Value For Money No.1 Product Really I Impressed Because Of His Cost At This Price This Product Is Fulllllllllllyyyyyyy Worth...I Love Aroma ❤️❤️❤️❤️❤️❤️❤️,Dindigul District,4 months ago,32,8
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Wonderful,Awesome 😍💕😊 Sound Quality Op🔥Fantastic Bass 👍Build Quality Very Good 😀Most important Question Battery charging time - 0 - 100 around 2.5 HoursBattery backup - Battery backup is lasting up to 35 hours based on my experience 🔥🔥🔥...Disappointing - I do not recommend this bluetooth version 5.0 for gaming because based on my experience i am saying this bluetooth is getting sound delay while playing games.Thank you❤️...,Deoria District,10 months ago,61,34
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,Very nice product battery is very nice quality is very nice rate is worth thanks for  Flipkart,Pernambut,5 months ago,82,16
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Pretty good,"Good sound quality, battery backup is excellent , packaging was good I loved the product overall",New Delhi,9 months ago,68,21
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,Super product at this price range Bass good Battery life also bestDesign wise decent,Bokaro District,10 months ago,77,25
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Just wow!,Left ◀️ Ear Sound Best & Right ▶️ Ear Sound very badBass is not available & Battery 🔋 backup Long Time,Samastipur District,"Aug, 2021",78,41
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,It's very good worth for money we people can buy it for super use I paut 5days once charge still now no problem on this product super product,Bengaluru,10 months ago,15,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Worthless,"Delivered 2 days before. 1. Bass is best 5/5.2. Built Quality is not good 1/53. Call Quality is good 4/5.4. Sound quality is good 4/5.Now both wires are broken inside . Not able to listen anything .... Its now six months , looks like company have made it to just work for warranty period...",Satna District,8 months ago,19,5
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Must buy!,"I just want to say just one thing apart from all. It's battery backup, it's like a never ending process. Superb battery backup as well as charging speed.",Kolkata,9 months ago,3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,That product is awesome and I like it then a music quality is very good and headphone battery backup or very good I purchase it and I play some thing game 2 hours and 3 hours and that battery has been 90% only my second headphone that to a three hours that will be off that is very good he deserve 5 star,Fatehgarh,10 months ago,16,11
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,"Being honest i would say that this Bluetooth is not soo good it can break anytime and the magnet and this earphones are not fit properly in ear,plz don't buy if your looking for good earphones.",Bengaluru,8 months ago,9,7
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Pretty good,Sound best bass good betery back-up good but metrial not good  packing bed,Malkangiri District,6 months ago,3,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Super!,Nice product and good quality daily basis good I am so happy thanks ❤️ 👍☺️,Khandwa,7 months ago,4,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Nice product,I really happy about this product to buy. Good comfort to use. super battery back up. Quality of Sound 🤩👍,Salem,"Jan, 2022",3,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,Good and best product its battery backup is very good once full charge backup is 10 to 15 days continuously use everyday 5 to 8 hour really it's nice product,Baleshwar,8 months ago,2,4
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Verry good quality betrry beckup so good,Bhainsdehi,"Aug, 2021",966,79
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,💯 genuine review after usageGo for it blindly. Don't waste your hard earned money on anything expensive. This thing is good.*will edit/update this review if I find any issues.,Trivandrum,"Jan, 2022",158,20
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Super!,"Just Awesome at this price range, Battery Backup is outstanding.... Love ittttGo for it guys",Kundli Industrial Area,"Feb, 2022",154,20
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Good,Saran,"Dec, 2021",155,24
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Just okay,Good 🤠,Nanded Waghala,"Aug, 2021",145,24
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,"Connecting distance very less, less than 2mBattery pack up bestMagnet worstSounds good",Dindigul District,"Jun, 2021",280,54
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Nice 👍 product,Saraipali,"Aug, 2021",501,109
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good quality product,Value for money,Pune,"Sep, 2021",119,21
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific,Good product,Bokaro,"Aug, 2021",87,15
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Fabulous!,Battery backup is very good and sound quality is good 👍,Amravati,"Dec, 2021",78,13
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Worth the money,This bluetooth is very good.  base is good.  Battery is also good.  quality also fine,Gopalganj District,"Mar, 2022",25,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,So very very nice,Basirhat,"Aug, 2021",343,83
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Decent product,So nice products 👌,Kolkata,"Jun, 2021",241,59
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Delightful,40 hours battery backup awesome I'm using this from 4 days on full volume Value for money,Latur,"Aug, 2021",100,21
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good quality product,Battery life 40 hours,Samastipur District,"Sep, 2021",112,25
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Sound is good,Sambalpur,"Feb, 2022",194,49
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Worthless,This is the worst product I have ever seen It's get damaged just within a month...when I requested flipkart  for warranty... flipkart doesn't co-operate 😡😡😡,East Godavari District,10 months ago,11,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good quality product,Like life,Bargarh District,"Oct, 2021",26,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,usb cable mistake.,Mira Bhayandar,"Sep, 2021",80,18
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Nice product very wonderful and sound 🔊🔊 quality very nice purchase the product of money,Ghaziabad,"Nov, 2021",16,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Product good battery backup 26 hours nice productSound quality nice,Berhampore,"Sep, 2021",56,11
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Nice,Bengaluru,"Nov, 2021",25,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good choice,Best Bluetooth in this price very osm product😘amazing battery backup,Mumbai,"Sep, 2021",52,10
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Very poor,Mosamana product.. Don't buy this,Tiruppur,"Feb, 2022",20,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,Very nice 👌👌👌,Kalyan,"Aug, 2021",54,11
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,Nice product sound quality osam,Songadh Tapi District,"Aug, 2021",121,32
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,Super,Kotdwara,"Aug, 2021",39,7
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,🤠 very nice 😍 sound bass battery 🔋 too good battery really 40 hours 🔥🔥 thanks Flipkart 😘💋😍 love you 😘💋😍🔥,Raigarh District,"Feb, 2022",15,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Does the job,Average product,Kanpur Nagar District,"May, 2021",35,6
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Utterly Disappointed,Mic Quality is very poor,Coimbatore,"Nov, 2021",19,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Absolute rubbish!,Only connected in multimedia .....Not connected in call ......Facing problem from day 1 ...,Pimpri Chinchwad,"Nov, 2021",71,18
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Must buy!,Iam using on 2 months,Belgaum District,"Feb, 2022",14,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Just wow!,Nice,Barmer District,"May, 2021",62,17
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Hated it!,Bluetooth distance  2 meater only,Koothuparamba,"Nov, 2021",13,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Horrible,"Worst product,Made up off low quality plastic,In few days the charging port broke.Don't know how it got above 4 star rating.For this price it's ok but still if it would have worked for  atleast few months I could felt happy..",Coonoor,8 months ago,8,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Utterly Disappointed,"At the calling time Bluetooth is not working ,, Material is too chips",Deulia,10 months ago,8,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Battery backup nice,Madhubani District,"Jan, 2022",7,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,excillent,Panipat,"May, 2021",7,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Nice,V good 👍,Mettupalayam Coimbatore District,"Jun, 2021",12,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,Very nice,Faridabad,"Aug, 2021",25,5
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Great product,Value for money i loved it ❤️,Berhampore,"Nov, 2021",29,7
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Giving my review after using it for 10 days. Battery backup is very good. It lasts for atleast two days even after using it for around 10-12 hours a day. But the only issue is the megnets are not that good. But overall it is worth for its price.,New Delhi,"Aug, 2021",82,29
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good quality product,Good product,Gaya,"Jan, 2022",11,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Pretty good,Value for money froduct. Battery 🔋 backup is so good . I like it,Gandhinagar,"Jul, 2021",7,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good choice,battery life 40 H,Purba Bardhaman District,"Jun, 2021",14,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Very Good,Sound 🔊 is better in the battery power🔋 is low  and saining is 👍💯,Ahmedabad,"Jan, 2022",9,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,This is very nice Bluetooth handset.,New Delhi,"Dec, 2021",8,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Nice product,Very nice,Dhupguri,"Dec, 2021",9,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Super product,Krishnagiri,"Jul, 2021",9,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,Good delivery boy,Bengaluru,"May, 2021",9,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Value-for-money,After 2days my use less than 50 parcent batteryOver all battery backup is very good,Bengaluru,"May, 2021",21,6
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Nice product,Product is very good..Value for good product.,Gola Gokarannath,"Sep, 2021",23,7
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,Good quality,Gummidipoondi,"Sep, 2021",13,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Must buy!,Very beautiful,Jsw Steel Plant Township,"Aug, 2021",14,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,2,Expected a better product,Bluetooth very weak not perfect work,Patna,"Feb, 2022",24,8
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Worth the money,"Good product in this price 😘.. battery life good , 💪",Shivamogga,"Oct, 2021",14,4
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Simply awesome,"I just love the product,sound quality is very good,bass is very good,and the battery backup is also very good",Una District,"May, 2021",15,4
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,3,Fair,Product is good but actual Bluetooth range is not more then one meter....,Sidcul Haridwar,"May, 2021",5,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Very poor,This Bluetooth is good it's sound quality is good and batery backup also good but it can not survive water which I did not know due to which it's calling mic got spoiled it was raining outside only 5 min .😭😭,Patna,8 months ago,8,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Best in the market!,Perfect... I love it thank you so much flipcart...,Mohanur,9 months ago,7,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Brilliant,"7 days usses after review battery backup excellent 👌, sound quality very good",Jaipur,10 months ago,7,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,Good,Patna,"Aug, 2021",7,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Horrible,Worst 🤬🤬🤬🤬,Siliguri,"Sep, 2021",13,4
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Great product,Nice products,Raipur,"Jul, 2021",7,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Wonderful,Very nice productBattry backup 30 to 40 houre,Lucknow,"Jan, 2022",11,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Great product,Very very super product,Pala,"Nov, 2021",9,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Sound very very good...... battery 🔋 40hr....I am so happy,Nadia District,"Sep, 2021",9,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Highly recommended,"This Is The Good Product, Battery 🔋 Life Is Best, Sound Effect Is Very Good, Base Is Very Best, And Good Service 🙂🎶😌",Solapur,11 months ago,3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Super!,Good,Kolkata,"Mar, 2022",3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,Device is good but extra buds and USB cable are not in this box.,Sultanganj,"Mar, 2022",3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Perfect product!,Thanks to flipkart for this amazing product 😍😍Value for money ❤❤❤Flipkart office manager behave too good ❤❤❤😍😍Thanku so much flipkart ❤❤❤,Bhambla Industrial Area,"Feb, 2022",4,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good choice,Good very fast delivery and battery power 40 hours perfect,Bathinda,"Feb, 2022",3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Good choice,Amazing product value for money 💰30 hoursCharging 3 hoursQuality ok,Taranagar,"Sep, 2021",12,4
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Don't waste your money,Build quality is very poor,Mumbai,"Jul, 2021",24,13
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Mind blowingSound 4.5/5Battery backup 5/5Paisa vasool,Dharmavaram,"Feb, 2022",8,2
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Wonderful,Highly recommend product.must buy.super design,Kolkata,10 months ago,7,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Very Good,Battery backup is really good ☺️,Rajpur Sonarpur,11 months ago,6,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Excellent product I really loved this Bass was fantastic,Honnali,"Jun, 2021",6,1
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Awesome,Nice product battery backup is good,Sultanpur,"Dec, 2021",9,3
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,2,Moderate,Its getting automatic disconnecting problem,Bengaluru,"Jun, 2021",15,8
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,2,Expected a better product,Bad sound & voice qty,Rohtak,"Aug, 2021",16,9
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Did not meet expectations,Don't buy,Bankura District,4 months ago,3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Excellent,Awesome Products. More then aspect 🤩,Jorapokhar,5 months ago,0,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Classy product,Undoubtedly best in low budget,Binnaguri,7 months ago,2,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Utterly Disappointed,Totally waste product .. left side of the ear phone is not working with in 10 days of purchase I want refund from the company,Chennai,7 months ago,3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Don't waste your money,Very bed products.sound quality low and proper not fitied my ear,West Delhi,7 months ago,2,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,4,Really Nice,"The product was VFM.CONS ONLY-1) BATTERY BACKUP 2.5DAYS(12+12+6-30HR)THEN(AT 20%) IT WILL START REPEATING THAT BATTERY LOW IN EVERY 15SECS.THE 20 MINS LAST FOR(10-20MINS)2)NO CHARGER(USB CABLE) PROVIDED3)NO INDICATOR TO KNOW IF THE NECKBAND IS CHARGED OR NOT(JUST BY ASSUMING 100HRS,I AM CHARGING)PROS-All the rest like build,sound, connectivity,etc.",Bhubaneswar,8 months ago,3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Worst experience ever!,Very cheep quality don't buy it ✍️✍️,Hanwada,9 months ago,2,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Unsatisfactory,Do not buy thik product,Jammu,9 months ago,2,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Just wow!,Very Nice Product and battery backup good🔥🔥,Hariharpur,10 months ago,2,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,5,Super!,#Best price product#Sound Exlet#Bess super # Battery maximum 25-30 hours#Dj sound Exlent but Normal sound average#Bodi quality average# magnet very low,Ranga Reddy,10 months ago,3,0
ACCG2TC8SURNPZAA,Aroma NB119B Badshah - 40 Hours Playtime Bluetooth Neckband Bluetooth Headset,1,Utterly Disappointed,Weast product... after 1month Karab,Lanka,10 months ago,2,0
